ME ID	Canonical form
DCM09110	iemand zal iemand *krediet geven
DCM09111	iemand zal iemand iets in de weg leggen
DCM09112	iemand zal iemand zijn zonde vergeven
DCM09113	iemand zal iemand vrij baan geven
DCM09114	iemand zal iemand de helpende hand reiken
DCM09115	iemand zal iemand de hand reiken
DCM09116	iemand zal iemand het vertrouwen geven
DCM09117	iemand zal iemand een streek leveren
DCM09118	iemand zal iemand een alibi verschaffen
DCM09119	iemand zal iemand 0geen keus laten
DCM09120	iemand zal iemand een waarschuwing geven
DCM09121	iets zal iemand *angst inboezemen
DCM09122	iemand zal iemand een compliment geven
DCM09123	iemand zal uitsluitsel  over iets geven
DCM09124	iemand zal iemand een lift geven
DCM09125	iemand zal iemand zijn woord ontnemen
DCM09126	iemand zal iemand een applaus geven
DCM09127	iemand zal de reddende hand bieden
DCM09128	iemand zal iemand de reddende hand bieden
DCM09129	iemand zal iemand een belofte doen
DCM09130	iemand zal de belofte doen < dat zij iets wil doen >
DCM09131	iemand zal iemand 0de *belofte doen < dat zij iets wil doen >
DCM09132	iemand zal iemand een schouderklopje geven
DCM09133	iemand zal iemand *verdriet doen
DCM09134	iemand zal het licht uitdoen
DCM09135	iemand zal iemand 0geen blik waardig gunnen
DCM09136	iemand zal iemand zijn zegen geven
DCM09137	iemand zal iemand een baan bezorgen
DCM09138	iemand zal iemand het recht ontnemen < om iets te doen >
DCM09139	iemand zal iemand een spiegel voorhouden
DCM09140	met kennis van zaken
DCM09141	iemand zal iemand ontslag aanzeggen
DCM09142	iets zal iemand de adem benemen
DCM09143	iets zal iemand kippenvel bezorgen
DCM09144	iemand zal iemands naam <alle> eer aandoen
DCM09145	iemand zal de waarheid *geweld aandoen
DCM09146	iemand zal de werkelijkheid *geweld aandoen
DCM09147	iets zal iemand *goed doen
DCM09148	iemand zal iemand een aanzoek doen
DCM09149	iemand zal iemand een huwelijksaanzoek doen
DCM09150	iemand zal de aanleiding geven < om iets te doen >
DCM09151	iemand zal iemand voldoende aanleiding geven < om iets te doen >
DCM09152	iemand zal iemand voldoende aanleiding tot iets geven
DCM09153	iemand zal iemand de gelegenheid geven < om iets te doen >
DCM09154	iemand zal iemand de gelegenheid tot iets geven
DCM09155	iemand zal iemand een gezicht geven
DCM09156	iemand zal iemand *inspiratie geven
DCM09157	iemand zal iemand 0de *inspiratie geven < om iets te doen >
DCM09158	iemand zal iemand partij geven
DCM09159	iemand zal iemand welkom heten
DCM09160	iemand zal zich overeind houden
DCM09161	iemand zal iemand gezelschap houden
DCM09162	iemand zal iets achterwege laten
DCM09163	iemand zal zijn fantasie de vrije loop laten
DCM09164	iemand zal iets *aannemelijk maken
DCM09165	iemand zal iemand een compliment maken
DCM09166	iemand zal iets kenbaar maken
DCM09167	iemand zal elkaar de bal toespelen
DCM09168	iemand zal iemand ter zijde staan
DCM09169	iemand zal iets *beschikbaar stellen
DCM09170	iemand zal iemand zijn liefde verklaren
DCM09171	iemand zal onder druk van iets staan
DCM09172	iemand zal iets *kracht bijzetten
DCM09173	iemand zal in het nieuws komen
DCM09174	iemand zal aan zijn eind lijken
DCM09175	iemand zal zich met iets bemoeien
DCM09176	iets zal hand over hand toenemen
DCM09177	iets zal te pas komen
DCM09178	iets zal er aan te pas komen
DCM09179	iemand zal genoeg de tijd krijgen
DCM09180	iemand zal genoeg de tijd krijgen < om iets te doen >
DCM09181	iemand zal iemand aan zijn woord houden
DCM09182	iemand zal zich aan zijn woord houden
DCM09183	iemand zal aan boord blijven
DCM09184	iemand zal =iets betekenen
DCM09185	iemand zal iets *goed zien
DCM09186	iemand zal iemands plezier vergallen
DCM09187	iemand zal contact hebben
DCM09188	iemand zal contact leggen
DCM09189	iemand zal contact maken
DCM09190	iemand zal contact krijgen
DCM09191	iemand zal contact onderhouden
DCM09192	iemand zal *kans maken
DCM09193	iemand zal uitspraak doen
DCM09194	iets zal met de jaren komen
DCM09195	iemand zal zwak in zijn schoenen staan
DCM09196	iemand zal iemand op andere gedachten brengen
DCM09197	als het puntje bij paaltje komt
DCM09198	iemand zal er op worden
DCM09199	iemand zal er op vooruit gaan
DCM09200	iets zal van deze tijd blijken
DCM09201	iemand zal iets in het spel brengen
DCM09202	iemand zal uit huis gaan
DCM09203	iets zal in een ander licht staan
DCM09204	met andere ogen
DCM09205	iets zal pijn aan zijn ogen doen
DCM09206	iemand zal aan de deur komen
DCM09207	iets zal om zich heen grijpen
DCM09208	iemand zal op dezelfde voet verder gaan
DCM09209	iemand zal op de oude voet verder gaan
DCM09210	iets zal van tijdelijke aard blijken
DCM09211	iets zal in iemands aard zitten
DCM09212	iemand zal in de hoek gezeten waar de klappen vallen
DCM09213	iemand zal in de boeken komen
DCM09214	iemand zal iemand op het verkeerde idee brengen
DCM09215	iemand zal iemand op een idee brengen
DCM09216	iets zal iemand na aan het hart liggen
DCM09217	iemand zal alles op een hoop gooien
DCM09218	iemand zal er bovenop komen
DCM09219	iemand zal in functie blijven
DCM09220	iets zal in het verlengde van iets staan
DCM09221	zij deden iets om de beurt
DCM09222	zij deden iets om beurten
DCM09223	iemand zal op gelijke hoogte komen
DCM09224	iets zal in strijd met iets blijken
DCM09225	iemand zal de directie  over iets voeren
DCM09226	iemand zal van iemand op aan kunnen 
DCM09227	iemand zal er op aan kunnen <dat dat zo is>
DCM09228	iemand zal in nood zitten
DCM09229	iemand zal in nood komen
DCM09230	iemand zal iets in kas hebben
DCM09231	iemand zal in angst leven
DCM09232	iemand zal in angst zitten
DCM09233	iets zal in de la liggen
DCM09234	hoe zit de vork in de steel
DCM09236	iets zal erin gaan als koek
DCM09237	het venijn zit in de staart
DCM09238	iemand zal aan de kost komen
DCM09239	iemand zal iets uit productie nemen
DCM09240	iemand zal op gouden eieren zitten
DCM09241	iemand zal het onderste uit de kan halen
DCM09242	iets zal het hem doen
DCM09243	iets zal  iemand  0niet iets zeggen
DCM09244	iets zal  iemand iets doen
DCM09245	iemand zal   het hem lappen
DCM09246	iemand zal iemand rugdekking geven
DCM09247	iemand zal de belofte gestand doen
DCM09248	iets zal iemand een genoegen doen
DCM09249	iemand zal zichzelf tekort doen
DCM09250	iemand zal flink in de buidel tasten
DCM09251	iets zal zich ergens uitbreiden
DCM09252	iemand zal sterk in zijn schoenen staan
DCM09253	iemand zal uit de voeten met iets kunnen
DCM09254	*groot woord
DCM09255	achtergestelde lening
DCM09256	zwaar accent
DCM09257	*zware slag
DCM09258	collectieve arbeidsovereenkomst
DCM09259	hoger personeel
DCM09260	felle aanval
DCM09261	*diepe kloof
DCM09262	centraal figuur
DCM09263	gerechtelijk vooronderzoek
DCM09264	korte broek
DCM09265	vrij verkeer van iets
DCM09266	vliegende brigade
DCM09267	sterke man
DCM09268	vaste baan
DCM09269	mager jaar
DCM09270	vuile was
DCM09271	het lopend jaar
DCM09272	centrale bank
DCM09273	vrije tijd
DCM09274	nieuwe tijd
DCM09275	oude tijd
DCM09276	ouwe tijd
DCM09277	gouden tijd
DCM09278	publieke omroep
DCM09279	regionale omroep
DCM09280	politieke partij
DCM09281	strijdende partijen
DCM09282	open dag
DCM09283	*zwarte dag
DCM09284	*donkere dag
DCM09285	openbaar vervoer
DCM09286	hoger beroep
DCM09287	vrij beroep
DCM09288	dagelijks leven
DCM09289	het openbare leven
DCM09290	maatschappelijk leven
DCM09291	eigen vermogen
DCM09292	negatieve vermogen
DCM09293	groot publiek
DCM09294	breed publiek
DCM09295	nationaal product
DCM09296	de gewoonste zaak van de wereld
DCM09297	betaald voetbal
DCM09298	sociale dienst
DCM09299	gedwongen ontslag
DCM09300	militaire dienst
DCM09301	collectief ontslag
DCM09302	gele kaart
DCM09303	iets zal een doorslaand succes blijken
DCM09304	ouderlijk huis
DCM09305	koninklijk huis
DCM09306	algemeen directeur
DCM09307	financieel directeur
DCM09308	middelbare school
DCM09309	lagere school
DCM09310	georganiseerde misdaad
DCM09311	de zware misdaad
DCM09312	in grote lijnen
DCM09313	de grote lijnen
DCM09314	zwart geld
DCM09315	goed geld
DCM09316	publieke opinie
DCM09317	eigen risico
DCM09318	*verhoogd risico
DCM09319	zwaar wapen
DCM09320	iemand zal 0een vrije *+trap nemen
DCM09321	wetenschappelijk onderzoek
DCM09322	justitieel onderzoek
DCM09323	medisch onderzoek
DCM09324	gerechterlijk onderzoek
DCM09325	iemand zal bij iemand in het niet vallen 
DCM09326	onroerend goed
DCM09327	beeldende kunst
DCM09328	vrije markt
DCM09329	voortgezet onderwijs
DCM09330	verdovende middelen
DCM09331	verboden middelen
DCM09332	stimulerende middelen
DCM09333	liquide middelen
DCM09334	*oude vriend
DCM09335	politiek leider
DCM09336	artistiek leider
DCM09337	militair leider
DCM09338	geestelijk leider
DCM09339	dagelijks bestuur
DCM09340	openbaar bestuur
DCM09341	algemeen bestuur
DCM09342	iemand zal 0een strafbaar *+feit plegen
DCM09343	voldongen feit
DCM09344	openbare aanklager
DCM09345	institutionele belegger
DCM09346	parlementaire enquête
DCM09347	met gemengde gevoelens
DCM09348	ongeschreven regel
DCM09349	electronische snelweg
DCM09350	sociaal plan
DCM09351	gesproken woord
DCM09352	harde woorden
DCM09353	een onvertogen woord
DCM09354	*sterke kant
DCM09355	toegevoegde waarde
DCM09356	hechte band
DCM09357	groot verlies
DCM09358	aan de lopende band
DCM09359	lopende band
DCM09360	aanvullend pensioen
DCM09361	permanent lid
DCM09362	vervroegd pensioen
DCM09363	achter gesloten deuren
DCM09364	*vreedzame oplossing
DCM09365	algemene verkiezingen
DCM09366	vrije verkiezingen
DCM09367	hoge ambtenaar
DCM09368	absolute meerderheid
DCM09369	rechterlijke macht
DCM09370	georganiseerde criminaliteit
DCM09371	*zware criminaliteit
DCM09372	kleine criminaliteit
DCM09373	stoffelijk overschot
DCM09374	algemeen belang
DCM09375	economisch belang
DCM09376	open brief
DCM09377	ingezonden brief
DCM09378	sterk punt
DCM09379	scherpe kritiek
DCM09380	territoriale wateren
DCM09381	monetaire unie
DCM09382	politionele actie
DCM09383	militaire actie
DCM09384	etnische zuivering
DCM09385	voorlopige hechtenis
DCM09386	goed doel
DCM09387	*grote naam
DCM09388	technische staf
DCM09389	generale staf
DCM09390	zware straf
DCM09391	alternatieve straf
DCM09392	schril contrast
DCM09393	de grote man
DCM09394	de grote mannen
DCM09395	een wijs man
DCM09396	de vrije man
DCM09397	een vrij man
DCM09398	koninklijk familie
DCM09399	*zwakke plek
DCM09400	luchtmobiele brigade
DCM09401	open plek
DCM09402	blauwe plek
DCM09403	benarde positie
DCM09404	gezond verstand
DCM09405	buitengewone last
DCM09406	*zware last
DCM09407	sociale lasten
DCM09408	persoonlijk record
DCM09409	drijvende kracht
DCM09410	op volle kracht
DCM09411	met volle kracht
DCM09412	stuwende kracht
DCM09413	politieke gevangene
DCM09414	sociale voorzieningen
DCM09415	juridische stappen
DCM09416	gerechterlijke stappen
DCM09417	grote liefde
DCM09418	presidentieel paleis
DCM09419	sociale uitkering
DCM09420	de begane grond
DCM09421	gewone burger
DCM09422	politiek asiel
DCM09423	preferent aandeel
DCM09424	gewoon aandeel
DCM09425	middelbare scholier
DCM09426	menselijk lichaam
DCM09427	*verwoede poging
DCM09428	economische crisis
DCM09429	ondergeschikte rol
DCM09430	grote mogendheid
DCM09431	chemisch afval
DCM09432	kleine jongen
DCM09433	rap tempo
DCM09434	ernstige gevolgen
DCM09435	staande ovatie
DCM09436	heilige plaats
DCM09437	*prominente plaats
DCM09438	iemand zal een lange adem hebben
DCM09439	nieuw gezicht
DCM09440	harde cijfers
DCM09441	positieve discriminatie
DCM09442	vaste klant
DCM09443	oud papier
DCM09444	militaire bewind
DCM09445	scherpe daling
DCM09446	sociale premie
DCM09447	*lange adem
DCM09448	drastische maatregel
DCM09449	ruimtelijke ordening
DCM09450	gele trui
DCM09451	koninklijke onderscheiding
DCM09452	mobiele telefonie
DCM09453	algemene beschouwingen
DCM09454	korte verhalen
DCM09455	publieke tribune
DCM09456	gemeentelijke herindeling
DCM09457	cultureel erfgoed
DCM09458	de oudere garde
DCM09459	dubbele fout
DCM09460	bebouwde kom
DCM09461	rake klap
DCM09462	*ernstige fout
DCM09463	geleden schade
DCM09464	maatschappelijk draagvlak
DCM09465	de burgerlijke stand
DCM09466	breed draagvlak
DCM09467	achterstallig onderhoud
DCM09468	sociale controle
DCM09469	algemene vergadering
DCM09470	*schadelijke stoffen
DCM09471	vrije handel
DCM09472	giftige stoffen
DCM09473	cultureel centrum
DCM09474	goed gedrag
DCM09475	stoffelijke resten
DCM09476	buitengewone bate
DCM09477	souvereine staat
DCM09478	de dagelijkse leiding
DCM09479	iemand zal een blauw oog hebben
DCM09480	academisch ziekenhuis
DCM09481	sociale woningbouw
DCM09482	beeldend kunstenaar
DCM09483	psychiatrische inrichting
DCM09484	harde valuta
DCM09485	penitentiaire inrichting
DCM09486	gerechtelijke procedure
DCM09487	civiele procedure
DCM09488	grote schoonmaak
DCM09489	*\wilde staking
DCM09490	principieel bezwaar
DCM09491	parlementaire commissie
DCM09492	bijzonder hoogleraar
DCM09493	natuurlijk verloop
DCM09494	*kritische kanttekening
DCM09495	juridisch adviseur
DCM09496	etnische minderheid
DCM09497	seksuele intimidatie
DCM09498	nauw contact
DCM09499	lopende rekening
DCM09500	hooggespannen verwachtingen
DCM09501	sociale onrust
DCM09502	lagere overheden
DCM09503	generale repetitie
DCM09504	federale regering
DCM09505	vrije wil
DCM09506	hardnekkig gerucht
DCM09507	rechterlijke uitspraak
DCM09508	hypothecaire lening
DCM09509	extreem rechts
DCM09510	consumptief krediet
DCM09511	bijzondere bijstand
DCM09512	onder vermelding van iets
DCM09513	dringend verzoek
DCM09514	iets zal zich over iets uitspreiden
DCM09515	sociale stelsel
DCM09516	ruwe olie
DCM09517	openbare aanbesteding
DCM09518	open haard
DCM09519	openbare bibliotheek
DCM09520	sprekend voorbeeld
DCM09521	de stromende regen
DCM09522	slepend conflict
DCM09523	doorlopend contract
DCM09524	collectieve uitgaven
DCM09525	verhitte discussie
DCM09526	achterliggende gedachte
DCM09527	besteedbaar inkomen
DCM09528	ambtelijk apparaat
DCM09529	tropisch regenwoud
DCM09530	financiële meevaller
DCM09531	laatste rustplaats
DCM09532	fossiele brandstof
DCM09533	het witte doek
DCM09534	nationaal park
DCM09535	gedemilitariseerde zone
DCM09536	geheime politie
DCM09537	*hoge opleiding
DCM09538	oude rot
DCM09539	uitslaande brand
DCM09540	industriële revolutie
DCM09541	dringend advies
DCM09542	de collectieve lastendruk
DCM09543	een blauw oog
DCM09544	de hoge hoed
DCM09545	*groot genoegen
DCM09546	met groot genoegen
DCM09547	tot iemands groot genoegen
DCM09548	strafrechtelijke vervolging
DCM09549	erbarmelijke omstandigheden
DCM09550	*verzachtende omstandigheid
DCM09551	het magnetisch veld
DCM09552	sociaal vangnet
DCM09553	sluitende begroting
DCM09554	waarnemend voorzitter
DCM09555	iets zal een aanzuigende werking hebben
DCM09556	de grote baas
DCM09557	iets zal een druppel op een gloeiende plaat blijken
DCM09558	genetische manipulatie
DCM09559	centraal gezag
DCM09560	bevoegd gezag
DCM09561	toeristische trekpleister
DCM09562	strenge winter
DCM09563	magische grens
DCM09564	hoge bloeddruk
DCM09565	brandende zon
DCM09566	boze tongen hebben beweerd dat
DCM09567	bedreigde diersoort
DCM09568	kritische grens
DCM09569	uiterlijk vertoon
DCM09570	frontale aanval
DCM09571	medische keuring
DCM09572	hevig gevecht
DCM09573	*aanzuigende werking
DCM09574	saillant detail
DCM09575	iemand zal van de oude stempel blijken
DCM09576	kunstmatige inseminatie
DCM09577	iets zal de lucht in vliegen
DCM09578	n.a.converteerbare obligatielening
DCM09579	*heilzame werking
DCM09580	wettelijke bepaling
DCM09581	sterk karakter
DCM09582	scherpe bocht
DCM09583	koninklijk paar
DCM09584	zwarte piet
DCM09585	de zwarte piet
DCM09586	*zwakke schakel
DCM09587	politiek spectrum
DCM09588	de mobiele eenheid
DCM09589	militaire machthebber
DCM09590	iets zal als los zand aan elkaar hangen
DCM09591	stille diplomatie
DCM09592	oriënterend gesprek
DCM09593	het noordelijke halfrond
DCM09594	illigale praktijken
DCM09595	gouden plak
DCM09596	dood spoor
DCM09597	diepe zucht
DCM09598	witte jas
DCM09599	iemands territoriale integriteit
DCM09600	particuliere onderneming
DCM09601	frisse lucht
DCM09602	de automatische piloot
DCM09603	in eigen persoon
DCM09604	iemand zal een zucht van verlichting slaken
DCM09605	zo vrij als een vogeltje
DCM09606	iemand zal *zout in de wonden wrijven
DCM09607	iemand zal *zout in de wonden strooien
DCM09608	ziekte van Alzheimer
DCM09609	de normaalste zaak van de wereld
DCM09610	de wortel van het kwaad
DCM09611	iemand zal iets op een goudschaaltje wegen
DCM09612	wisseling van de wacht
DCM09613	iemand zal de wind in de zeilen hebben
DCM09614	iemand zal de wind in de zeilen krijgen
DCM09615	de wet van Meden en Perzen
DCM09616	 zo gespannen als een veer
DCM09617	de waan van de dag
DCM09618	in vergelijking met iets
DCM09619	vrijheid van meningsuiting
DCM09620	zo zacht als boter
DCM09621	iemand zal *vordering maken
DCM09622	het voorportaal van de hel
DCM09623	 zo gesloten als een oester
DCM09624	iemand zal het voordeel van de twijfel krijgen
DCM09625	voer voor psychologen
DCM09626	op het vlak van iets
DCM09627	 zo stijf als een plank
DCM09628	ter herdenking van iemand
DCM09629	verschil van mening
DCM09630	zo goed als =niets
DCM09631	zo krom als een hoepel
DCM09632	de val van de Muur
DCM09633	uitzondering op de regel
DCM09634	de toren van Pisa
DCM09635	iets zal het toneel van iets zijn
DCM09636	dd:[de] tactiek van de verschroeide aarde
DCM09637	surseance van betaling
DCM09638	storm van protest
DCM09639	iemand zal de sterren van de hemel spelen
DCM09640	iets zal een stap in de goede richting blijken
DCM09641	staat van dienst
DCM09642	een spervuur van vragen
DCM09643	speling van het lot
DCM09644	iemand zal 0een *+ambt bekleden
DCM09645	op slag van rust
DCM09646	de slag bij Waterloo
DCM09647	iemand zal *schuld aan iets hebben
DCM09648	schat aan informatie
DCM09649	de schaal van Richter
DCM09650	zo lek als een zeef
DCM09651	over de rug van anderen
DCM09652	de Kamer van Koophandel
DCM09653	recht voor de/zijn raap
DCM09654	iemand zal recht van spreken hebben
DCM09655	iemand zal de macht over het stuur verliezen
DCM09656	iemand zal het recht in eigen hand nemen
DCM09657	0een race tegen de klok
DCM09658	raad van bestuur
DCM09659	punt van kritiek
DCM09660	proeve van bekwaamheid
DCM09661	prins van Oranje
DCM09662	 zo fris als een hoentje
DCM09663	0een pleister op de wonde
DCM09664	de piramiden van Gizeh
DCM09665	de persoon in kwestie
DCM09666	iemand zal *passie voor iets hebben
DCM09667	zo vast als een huis
DCM09668	paniek in de tent
DCM09669	paleis van justitie
DCM09670	de orde van de dag
DCM09671	iemand zal oor voor iets hebben
DCM09672	iemand zal iemand de oren van zijn hoofd vragen
DCM09673	iemand zal ogen in zijn rug hebben
DCM09674	iemand zal *ontzag  voor iemand hebben
DCM09675	omkering van de bewijslast
DCM09676	officier van justitie
DCM09677	zo slap als een vaatdoek
DCM09678	motie van wantrouwen
DCM09679	de moraal van het verhaal
DCM09680	met voorbedachte rade
DCM09681	iemand zal de macht over het stuur kwijtraken
DCM09682	een lust voor het oog
DCM09683	iets zal liefde op het eerste gezicht blijken
DCM09684	de letter van de wet
DCM09685	het land van herkomst
DCM09686	iemand zal 0geen kwaad in de zin hebben
DCM09687	kijk op de wereld
DCM09688	de kerk van Rome
DCM09689	iemand|iets zal 0geen kans van slagen hebben
DCM09690	zo licht als een veertje
DCM09691	de ironie van het lot
DCM09692	huis van bewaring
DCM09693	op hoop van zegen
DCM09694	zo veranderlijk als het weer
DCM09695	in het hol van de leeuw
DCM09696	hof van beroep
DCM09697	hoeksteen van de samenleving
DCM09698	zo ziek als een hond
DCM09699	zo stoned als een garnaal
DCM09700	iemand zal zijn hand over zijn hart halen
DCM09701	iemand zal spijt gehad als haren op zijn hoofd
DCM09702	uit de grond van zijn hart
DCM09703	iemand zal *grip op iets hebben
DCM09704	God in Frankrijk
DCM09705	iemand zal zijn gezicht in de plooi trekken
DCM09706	0een geschenk uit de hemel
DCM09707	een geluk bij een ongeluk
DCM09708	de geest van de tijd
DCM09709	zo trots als een aap
DCM09710	zo glad als een aal
DCM09711	iemand zal een dijk van een stem hebben
DCM09712	dienaar van de Kroon
DCM09713	zo vals als een kraai
DCM09714	commissaris van de koningin
DCM09715	bureau voor de statistiek
DCM09716	iemand zal *brood op de plank hebben
DCM09717	0een boom van een kerel
DCM09718	0een zwarte bladzijde in de geschiedenis
DCM09719	het beleg van Sarajevo
DCM09720	iemand zal baas in eigen huis blijven
DCM09721	avond aan avond
DCM09722	iemand zal *aversie  tegen iemand hebben
DCM09723	iemand zal alles op alles zetten < om iets te doen >
DCM09724	agent in burger
DCM09725	iemand zal iemands hete adem in zijn nek voelen
DCM09726	het accoord van Dayton
DCM09727	zo fit als een hoentje
DCM09728	zo vrij als een vogel
DCM09729	iemand zal 0een *+cursus geven
DCM09730	iemand zal 0een *+cursus  aan iemand geven
DCM09731	iemand zal de telefoon aannemen
DCM09732	iemand zal een enthousiast onthaal krijgen
DCM09733	iemand zal rapport  van iets uitbrengen
DCM09734	in plaats van iets
DCM09735	iemand zal 0een *oordeel vellen
DCM09736	iemand zal ergens zijn licht opsteken
DCM09737	zo lek als een mandje
DCM09738	zo klaar als een klontje
DCM09739	zo plat als een dubbeltje
DCM09740	zo oud als de mensheid
DCM09741	zo oud als de wereld
DCM09742	zo blij als een kind
DCM09743	zo trots als een pauw
DCM09744	zo groen als gras
DCM09745	zo mak als een lammetje
DCM09746	zo helder als glas
DCM09747	zo arm als een kerkrat
DCM09748	zo plat als een pannenkoek
DCM09749	zo hard als steen
DCM09750	zo sterk als staal
DCM09751	zo sterk als een beer
DCM09752	zo lek als een vergiet
DCM09753	zo scherp als een mes
DCM09754	zo traag als stroop
DCM09755	zo kwetsbaar als een kind
DCM09756	zo lelijk als de nacht
DCM09757	zo rood als een kreeft
DCM09758	zo zwart als de nacht
DCM09759	zo trouw als een hond
DCM09760	zo rood als een kroot
DCM09761	zo flexibel als beton
DCM09762	zo mager als een lat
DCM09763	zo zacht als zijde
DCM09764	zo glad als een spiegel
DCM09765	zo hard als glas
DCM09766	zo gek als een ui
DCM09767	zo donker als de nacht
DCM09768	zo zwart als de kachel
DCM09769	zo arm als de ratten
DCM09770	zo arm als een rat
DCM09771	zo scherp als een scheermes
DCM09772	zo hard als beton
DCM09773	zo sterk als een paard
DCM09774	zo zwart als roet
DCM09775	zo stoned als een aap
DCM09776	zo onvoorspelbaar als het weer
DCM09777	zo sterk als een os
DCM09778	zo stom als het achtereind van een varken
DCM09779	zo wit als sneeuw
DCM09780	zo fout als een deur
DCM09781	zo zwaar als lood
DCM09782	zo grillig als het weer
DCM09783	zo dronken als een kanon
DCM09784	zo blank als een lelie
DCM09785	zo dood als een dodo
DCM09786	zo koud als ijs
DCM09787	zo gestoord als een deur
DCM09788	zo oud als de baard van Sinterklaas
DCM09789	zo koud als een lijk
DCM09790	zo zoet als honing
DCM09791	zo moe als een hond
DCM09792	zo wit als een laken
DCM09793	zo rood als bloed
DCM09794	zo kaal als een biljartbal
DCM09795	zo geil als boter
DCM09796	zo sterk als een leeuw
DCM09797	zo arm als de luizen
DCM09798	zo arm als de mieren
DCM09799	zo bang als een haas
DCM09800	zo blauw als een aap
DCM09801	zo bleek als een vaatdoek
DCM09802	zo brutaal als een hond
DCM09803	zo dronken als een aap
DCM09804	zo droog als gort
DCM09805	zo duf als een konijn
DCM09806	zo koel als een kikker
DCM09807	zo puur als goud
DCM09808	zo schor als een kraai
DCM09809	zo sluw als een vos
DCM09810	zo stijf als een hark
DCM09811	zo suf als een konijn
DCM09812	zo traag als een slak
DCM09813	zo vals als een kat
DCM09814	zo vrij als een vis in het water
DCM09815	zo zwart als git
DCM09816	in de positieve zin van het woord
DCM09817	het spook van de werkloosheid
DCM09818	rechter van instructie
DCM09819	plaats van handeling
DCM09820	licht van de schijnwerpers
DCM09821	iemand zal *kleur op de wangen hebben
DCM09822	iemand zal *kleur op zijn wangen krijgen
DCM09823	0een gevecht op leven en dood
DCM09824	gevaar op de weg
DCM09825	het gesprek van de dag
DCM09826	iemand zal alle geluk van de wereld hebben
DCM09827	auto van de zaak
DCM09828	alles bij elkaar
DCM09829	iemand zal 0een *bod doen
DCM09830	iemand zal een bod op iets doen
DCM09831	iemand zal een verband met iets leggen
DCM09832	iets zal verband met iets houden
DCM09833	iemand zal een overstap maken
DCM09834	iemand zal 0een *+opleiding doen
DCM09835	iemand zal de score openen
DCM09836	iemand zal 0een *+prestatie leveren
DCM09837	iemand zal een zwervend bestaan leiden
DCM09838	iemand zal een nieuw bestaan opbouwen
DCM09839	iemand zal alarm slaan
DCM09840	iemand zal de leiding hebben
DCM09841	iemand zal *leiding geven
DCM09842	iemand zal *leiding  aan iemand geven
DCM09843	iemand zal verandering in iets brengen
DCM09844	iemand zal *overeenkomst hebben
DCM09845	iemand zal 0een *+moord begaan
DCM09846	iemand zal *verstand van iets hebben
DCM09847	iemand zal zijn verstand gebruiken
DCM09848	iemand zal zijn verstand verliezen
DCM09850	iemand zal nee verkopen
DCM09851	iemand zal 0een *+telefoontje krijgen
DCM09852	iemand zal *straf hebben
DCM09853	iets zal 0weinig *knopen maken
DCM09854	iemand zal uitzicht  op iets hebben
DCM09855	iets zal uitzicht  op iets bieden
DCM09856	iets zal mogelijkheden bieden
DCM09857	iemand zal *tegenwicht bieden
DCM09858	iemand zal het vuur  op iemand openen
DCM09859	zijn ogen spuwen vuur
DCM09860	iemand zal het vuur beantwoorden
DCM09861	iemand zal 0een *+functie vervullen
DCM09862	iemand zal zijn functie neerleggen
DCM09863	iemand zal 0een *+functie bekleden
DCM09864	iemand zal *terrein verliezen
DCM09865	iemand zal *schade aanrichten
DCM09866	iemand zal *schade lijden
DCM09867	iemand zal *schade oplopen
DCM09868	iemand zal *terrein winnen
DCM09869	iets zal *terrein prijsgeven
DCM09870	iemand zal de schade herstellen
DCM09871	iemand zal schade van iets ondervinden
DCM09872	iemand zal iemand schade toebrengen
DCM09873	iemand zal *schade aan iemand berokkenen
DCM09874	iemand zal zijn schade inhalen
DCM09875	iets zal een breed terrein bestrijken
DCM09876	iemand zal *overleg hebben
DCM09877	iemand zal de slag verliezen
DCM09878	iemand zal een slag doen
DCM09879	iemand zal de slag winnen
DCM09880	iemand zal slag leveren
DCM09881	iemand zal een slag leveren
DCM09882	iemand zal 0een *les leren
DCM09883	iemand zal 0een *+les  uit iets trekken
DCM09884	iemand zal *les hebben
DCM09885	iemand zal 0een *+reis maken
DCM09886	iemand zal zijn bedenkingen hebben
DCM09887	iemand zal 0geen bedenkingen tegen iets hebben
DCM09888	iemand zal wraak nemen
DCM09889	iemand zal wraak zweren
DCM09890	het tij zal keren
DCM09891	iemand zal 0een *+toespraak geven
DCM09892	iemand zal *leden werven
DCM09893	iemand zal 0een *hoogtepunt bereiken
DCM09894	iemand zal *kracht hebben
DCM09895	iemand zal de kracht hebben < om iets te doen >
DCM09896	iemand zal hun krachten bundelen
DCM09897	iemand zal zijn krachten sparen
DCM09898	iemand zal zijn krachten meten
DCM09899	iemand zal iemand *kracht geven
DCM09900	iemand zal iemand 0de *kracht geven < om iets te doen >
DCM09901	iemand zal *kracht uit iets putten
DCM09902	iemand zal 0een *+discussie voeren
DCM09903	iemand zal de discussie aanzwengelen
DCM09904	iets zal 0geen *soelaas bieden
DCM09905	iemand zal nadeel van iets hebben
DCM09906	iemand zal posities innemen
DCM09907	iemand zal 0een *+positie bekleden
DCM09908	iemand zal positie kiezen
DCM09909	iemand zal hoge verwachtingen van iets hebben
DCM09910	iemand zal *verwachtingen koesteren
DCM09911	iemand zal *bezoek hebben
