ME ID	Canonical form
DCM06588	iemand zal iets van zich afschuiven
DCM06589	iemand zal iets volmondig toegeven
DCM06590	iemand zal iets woordelijk vertalen
DCM06591	iemand zal iets aan de kook brengen
DCM06592	iemand zal iemand iets in de maag splitsen
DCM06593	iemand zal iets naar voren brengen
DCM06594	iemand zal iets 0niet cadeau krijgen
DCM06595	iemand zal iets voor de centen doen
DCM06596	iemand zal iets voor waar aannemen
DCM06597	iemand zal iets boven water halen
DCM06598	iemand zal iets in de groep gooien
DCM06599	iemand zal iets 0niet cadeau geven
DCM06600	iemand zal iets op de rails zetten
DCM06601	iemand zal iets overboord gooien
DCM06602	iemand zal iets ten einde brengen
DCM06603	iemand zal iets ter tafel brengen
DCM06604	iemand zal iets uit de doeken doen
DCM06605	iemand zal iets van buiten kennen
DCM06606	iemand zal iets verder vertellen
DCM06607	iemand zal iets 0niet willen zien
DCM06608	iemand zal iets op stapel zetten
DCM06609	iemand zal iets warm aanbevelen
DCM06610	iemand zal iets in beraad nemen
DCM06611	iemand zal iets in scene zetten
DCM06612	iemand zal iets licht opvatten
DCM06613	iemand zal iemand staande houden
DCM06614	iemand zal iets ter harte nemen
DCM06615	iemand zal iets van de hand doen
DCM06616	iemand zal iets voor lief nemen
DCM06618	iemand zal iets zien aankomen
DCM06619	iemand zal iets eruit slepen
DCM06620	iemand zal iets hoog opnemen
DCM06621	iemand zal iets recht breien
DCM06622	iemand zal iets recht zetten
DCM06624	iemand zal iets smoel geven
DCM06626	iemand zal iemand uit zijn bed trommelen
DCM06627	iemand zal iemand 0een *+hengst verkopen
DCM06628	iemand zal iemand in de kou laten staan
DCM06630	iemand zal iemand uit het zadel wippen
DCM06631	iemand zal iemand voor het blok zetten
DCM06632	aan bod
DCM06633	aan huis
DCM06634	aan tafel
DCM06635	aan zee
DCM06636	bij benadering
DCM06637	bij bewustzijn
DCM06638	bij machte
DCM06639	bij ontslag
DCM06640	bij uitstek
DCM06641	bij verstek
DCM06642	bij voorbaat
DCM06643	bij voorbeeld
DCM06644	bij voorkeur
DCM06645	bij wet
DCM06646	binnen bereik
DCM06647	boven water
DCM06648	buiten bereik
DCM06649	buiten beschouwing
DCM06650	buiten bewustzijn
DCM06651	buiten kijf
DCM06652	buiten schot
DCM06654	iemand| iets zal in aanmerking komen
DCM06655	iemand|iets zal  aan invloed winnen
DCM06656	in aanmerking
DCM06657	in aanraking
DCM06658	in aanvaring
DCM06659	in acht
DCM06660	in actie
DCM06661	in aftrek
DCM06662	in afzondering
DCM06663	in allerijl
DCM06664	in balans
DCM06665	in ballingschap
DCM06666	in bed
DCM06667	in beeld
DCM06668	in beheer
DCM06669	in beroep
DCM06670	in bescherming
DCM06671	in beslag
DCM06672	in bewaring
DCM06673	in beweging
DCM06674	in bezit
DCM06675	in cassatie
DCM06676	in concessie
DCM06677	in conflict
DCM06678	in contact
DCM06679	in dank
DCM06680	in detail
DCM06681	in dialoog
DCM06682	in dienst
DCM06683	in discrediet
DCM06684	in eigendom
DCM06685	in ere
DCM06686	in essentie
DCM06687	in evenwicht
DCM06688	in feite
DCM06689	in gang
DCM06690	in gebreke
DCM06691	in gebruik
DCM06692	in geld
DCM06693	in gesprek
DCM06694	in gevaar
DCM06695	in geval
DCM06696	in gevecht
DCM06697	in gevolg
DCM06698	in godsnaam
DCM06699	in hemelsnaam
DCM06700	in hoofdzaak
DCM06701	in huis
DCM06702	in kaart
DCM06703	in kleur
DCM06704	in leen
DCM06705	in leven
DCM06706	in memoriam
DCM06707	in mineur
DCM06708	in ogenschouw
DCM06709	in omloop
DCM06710	in omvang
DCM06711	in onbruik
DCM06712	in ontvangst
DCM06713	in opspraak
DCM06714	in opstand
DCM06715	in orde
DCM06716	in overweging
DCM06717	in paniek
DCM06718	in première
DCM06719	in principe
DCM06720	in productie
DCM06721	in quarantaine
DCM06722	in rekening
DCM06723	in reserve
DCM06724	in ruil voor iets
DCM06725	in scene
DCM06726	in scène
DCM06727	in slaap
DCM06728	in spiegelbeeld
DCM06729	in staat
DCM06730	in stand
DCM06731	in strijd
DCM06732	in theorie
DCM06733	in toom
DCM06734	in totaal
DCM06735	in trek
DCM06736	in twijfel
DCM06737	in verband
DCM06738	in verbinding
DCM06739	in verdenking
DCM06740	in vereffening
DCM06741	in verlegenheid
DCM06742	in verval
DCM06743	in vervulling
DCM06744	in voorarrest
DCM06745	in voorbereiding
DCM06746	in vraag
DCM06747	in vrede
DCM06748	in vrijheid
DCM06749	in werking
DCM06750	in zee
DCM06751	in zicht
DCM06752	in zwang
DCM06753	met gemak
DCM06754	met klem
DCM06755	met moeite
DCM06756	met name
DCM06757	met pensioen
DCM06758	met rust
DCM06759	met vertrouwen
DCM06760	met verve
DCM06761	na afloop
DCM06762	na onderzoek
DCM06763	naar bed
DCM06764	naar gelang
DCM06765	naar huis
DCM06766	naar keuze
DCM06767	naar mate
DCM06768	naar schatting
DCM06769	naar school
DCM06770	naar waarde
DCM06771	naar waarheid
DCM06772	naar zee
DCM06773	onder bewindstelling
DCM06774	onder controle
DCM06775	onder druk
DCM06776	onder invloed
DCM06777	onder leiding
DCM06778	onder vuur
DCM06779	onder water
DCM06780	op aanvraag
DCM06781	op aarde
DCM06782	op afstand
DCM06783	op doek
DCM06784	op doktersvoorschrift
DCM06785	op dreef
DCM06786	op drift
DCM06787	op gang
DCM06788	op jacht
DCM06789	op komst
DCM06790	op kop
DCM06791	op leeftijd
DCM06792	op maat
DCM06793	op naam
DCM06794	op onderzoek
DCM06795	op orde
DCM06796	op pad
DCM06797	op papier
DCM06798	op patrouille
DCM06799	op peil
DCM06800	op plaat
DCM06801	op prijs
DCM06802	op reis
DCM06803	op schema
DCM06804	op school
DCM06805	op slag
DCM06806	op slot
DCM06807	op stapel
DCM06808	op straat
DCM06809	op tafel
DCM06810	op televisie
DCM06811	op tijd
DCM06812	op til
DCM06813	op tilt
DCM06814	op tournee
DCM06815	op touw
DCM06816	op tv
DCM06817	op vakantie
DCM06818	op verkenning
DCM06819	op weg
DCM06820	op zak
DCM06821	op zee
DCM06822	op zoek
DCM06823	over straat
DCM06824	per definitie
DCM06825	per ongeluk
DCM06826	te boek
DCM06827	te gast
DCM06828	te gelegenertijd
DCM06829	te harte
DCM06830	te hoop
DCM06831	te hulp
DCM06832	te koop
DCM06833	te lijf
DCM06834	te paard
DCM06835	te pas
DCM06836	te raad
DCM06837	te sprake
DCM06838	te velde
DCM06839	te voet
DCM06840	te voorschijn
DCM06841	te vriend
DCM06842	te water
DCM06843	te werk
DCM06844	te woord
DCM06845	tegen betaling
DCM06846	ten aanzien
DCM06847	ten deel
DCM06848	ten dele
DCM06849	ten dienste
DCM06850	ten doel
DCM06851	ten einde
DCM06852	ten gehore
DCM06853	ten gronde
DCM06854	ten koste
DCM06855	ten laste
DCM06856	ten noorden
DCM06857	ten prooi
DCM06858	ten schrifte
DCM06859	ten spijt
DCM06860	ten tonele
DCM06861	ten uitvoer
DCM06862	ten val
DCM06863	ten ziele
DCM06864	ter beschikking
DCM06865	ter discussie
DCM06866	ter dood
DCM06867	ter grondslag
DCM06868	ter hand
DCM06869	ter kennis
DCM06870	ter lastelegging
DCM06871	ter navolging
DCM06872	ter ondertekening
DCM06873	ter overvloede
DCM06874	ter sprake
DCM06875	ter strijde
DCM06876	ter uitvoering
DCM06877	ter wereld
DCM06878	tot bloei
DCM06879	tot doel
DCM06880	tot eer
DCM06881	tot gevolg
DCM06882	tot leven
DCM06883	tot onderwerp
DCM06884	tot slot
DCM06885	tot stand
DCM06886	tot taak
DCM06887	tot uitdrukking
DCM06888	tot uiting
DCM06889	uit beeld
DCM06890	uit omloop
DCM06891	uit roulatie
DCM06892	uit voorzorg
DCM06893	van belang
DCM06894	van betekenis
DCM06895	van dienst
DCM06896	van formaat
DCM06897	van harte
DCM06898	van invloed
DCM06899	van karakter
DCM06900	van kracht
DCM06901	van levensbelang
DCM06902	van mening
DCM06903	van oordeel
DCM06904	van oorsprong
DCM06905	van pas
DCM06906	van plan
DCM06907	van school
DCM06908	van schrik
DCM06909	van start
DCM06910	van tafel
DCM06911	van toepassing
DCM06912	van waarde
DCM06913	van zins
DCM06914	vol vertrouwen
DCM06915	volgens plan
DCM06916	voor anker
DCM06917	voor rekening
DCM06918	voor schut
DCM06919	zonder weerga
DCM06920	iemand zal iemand in de kraag vatten
DCM06921	iemand zal iemand bij de kraag vatten
DCM06922	iemand zal kond van iets doen
DCM06923	iemand zal 0een *+poging doen
DCM06924	iemand zal 0een *+poging wagen
DCM06925	Iemand zal aan 0de *+dans ontspringen
DCM06926	iemand zal de rillingen van iets krijgen
DCM06927	iemand zal bij iemand gehoor vinden
DCM06928	iemand zal iets ten gehore brengen
DCM06929	iets zal ter sprake komen
DCM06930	iets zal op tafel liggen
DCM06931	iemand zal zich iets 0niet laten aanleunen
DCM06932	iemand zal het er 0niet bij laten zitten
DCM06933	iemand zal zijn straatje schoonvegen
DCM06934	iemand zal met de vinger naar iemand wijzen
DCM06935	coûte que coûte
DCM06936	iemand zal iets onder het tapijt vegen
DCM06937	iemand zal in de *stand schieten
DCM06938	iemand zal acte de présence geven
DCM06939	in ruste
DCM06940	iemand zal over de rooie zijn
DCM06941	iemand zal over de rooie raken
DCM06942	iemand zal aan de *drank zijn
DCM06943	iemand zal aan de *drugs zijn
DCM06944	iemand zal aan de *drugs zitten
DCM06945	iemands droom zal in duigen uiteen spatten
DCM06946	iemands droom zal in duigen spatten
DCM06947	iemand|iets zal onder de maat zijn
DCM06948	iemand zal iets|iemand in ere houden
DCM06949	iets zal in voege zijn
DCM06950	iets zal in voege gaan
DCM06951	iemand zal iets in voege brengen
DCM06952	iets zal in voege treden
DCM06953	iets zal in voege blijven
DCM06954	met dien verstande
DCM06955	iemand zal iemand|iets ten gronde richten
DCM06956	iemand zal iemand ten grave dragen
DCM06957	ten huize van iemand
DCM06958	iemand|iets zal ten dienste van iemand|iets staan
DCM06959	iemand zal in gebreke blijven
DCM06960	iemand zal bij 0niet machte zijn <om iets te doen>
DCM06961	ten nadele van iemand|iets
DCM06962	in huize <Aurora>
DCM06963	ten gunste van iemand|iets
DCM06964	voor elk wat wils
DCM06965	bij monde van iemand
DCM06966	uit hoofde van iets|iemand
DCM06967	iets zal ter zake doen
DCM06968	heden ten dage
DCM06969	ter plaatse
DCM06970	in groten getale
DCM06971	van nature
DCM06972	ten opzichte van iemand|iets
DCM06973	iemand zal ter ziele gaan
DCM06974	iemand zal ter ziele zijn
DCM06975	ter zake
DCM06976	iemand zal iets van zins zijn
DCM06977	in den beginne
DCM06978	onder ede
DCM06979	iemand zal iets aan den lijve ondervinden
DCM06980	op den duur
DCM06981	uit den boze
DCM06982	ten tijde van iets|iemand
DCM06983	ten behoeve van iemand|iets
DCM06984	met mate
DCM06985	in <mindere> mate
DCM06986	ten onrechte
DCM06987	ter ere van iemand|iets
DCM06988	ter plekke
DCM06989	ter wille van iets|iemand
DCM06990	ten voordele van iemand
DCM06991	iemand zal iemand iets ten laste leggen
DCM06992	ten laste van iemand|iets
DCM06993	iets zal ten laste van iemand komen 
DCM06994	iemand zal iemand iets ten laste brengen
DCM06995	ten bate van iemand|iets
DCM06996	ten velde
DCM06997	te lande
DCM06998	in den lande
DCM06999	iemand zal iemand te tonele voeren
DCM07000	iemand|iets zal ten tonele verschijnen
DCM07001	iemand zal ten dode opgeschreven zijn
DCM07002	iemand zal iets op zijn kop zetten
DCM07003	iemand zal er met 0een gestrekt been ingaan
DCM07004	iets|iemand zal iemand bij de keel grijpen
DCM07005	iets|iemand zal iemand bij de strot grijpen
DCM07006	iemand zal iets te gelde maken
DCM07007	iets zal iemand ter ore komen
DCM07008	ten belope van iets
DCM07009	te allen prijze
DCM07010	te zijner tijd
DCM07011	te zijner ere
DCM07012	te zijner faveure
DCM07013	ten overvloede
DCM07014	in der minne
DCM07015	iemand zal iets te berder brengen
DCM07016	in koelen bloede
DCM07017	van <koninklijke> bloede
DCM07018	van overheidswege
DCM07019	iemand zal iemand|iets te ruste leggen
DCM07020	iemand zal te ruste gaan
DCM07021	ten jare <1948>
DCM07022	ter linkerzijde
DCM07023	ten linkerzijde
DCM07024	ter rechterzijde
DCM07025	ten rechterzijde
DCM07026	ten bedrage van iets
DCM07027	in der eeuwigheid
DCM07028	tot in den treure
DCM07029	uit den treure
DCM07030	om den brode
DCM07031	uit den brode
DCM07032	het haar zal iemand te berge rijzen
DCM07033	het haar zal iemand ten berge rijzen
DCM07034	van iemands wege
DCM07035	bij wege van iets
DCM07036	iemand zal ter kerke gaan
DCM07037	bij deze
DCM07038	bij dezen
DCM07039	ten paleize
DCM07040	ten enenmale
DCM07041	ten geschenke
DCM07042	ter beurze
DCM07043	iemand zal ten einde raad zijn
DCM07044	ten einde < iets na te gaan >
DCM07045	ten kantore
DCM07046	ten kantore van iemand
DCM07047	ten kantore <Philppot>
DCM07048	iemand zal iemand|iets ten nutte maken
DCM07049	iemand|iets zal ten nutte zijn
DCM07050	bij tijd en wijle
DCM07051	van regeringswege
DCM07052	op straffe van iets
DCM07053	op straffe des doods
DCM07054	ten stadhuize
DCM07055	bij geruchte
DCM07056	ten burele
DCM07057	ten aanzien van iemand|iets
DCM07058	ten minste
DCM07059	ten eerste
DCM07060	ten tweede
DCM07061	iets zal iemand ten goede komen
DCM07062	iets zal ten goede aan iemand komen
DCM07063	ten koste van iets|iemand
DCM07064	ten zuiden van iets
DCM07065	iemand zal ten val komen
DCM07066	ten noorden van iets
DCM07067	ten gevolge van iets
DCM07068	ten westen van iets
DCM07069	ten oosten van iets
DCM07070	ten derde
DCM07071	ten laatste
DCM07072	ten hoogste
DCM07073	ten vroegste
DCM07074	iets ten spijt
DCM07075	iemand zal tegen iemand|iets ten strijde trekken
DCM07076	iemand zal iets ten uitvoer brengen
DCM07077	ten zeerste
DCM07078	iets zal ten prooi aan iets vallen
DCM07079	iemand zal zich iets ten doel stellen
DCM07080	iemand zal iemand ten huwelijk vragen
DCM07081	iets zal iemand ten del vallen
DCM07082	ten top
DCM07083	ten zuidwesten
DCM07084	ten noordwesten
DCM07085	ten stelligste
DCM07086	ten vierde
DCM07087	ten zuidoosten
DCM07088	iemand zal ten oorlog trekken
DCM07089	iemand zal ten oorlog gaan
DCM07090	iets zal iets ten voeten uit zijn
DCM07091	iemand zal iemand ten dans vragen
DCM07092	ten aanval
DCM07093	iemand zal ten aanval trekken
DCM07094	iemand zal iets ten toon spreiden
DCM07095	ten strengste verboden
DCM07096	ten diepste
DCM07097	ten teken van iets
DCM07098	ten goede of ten kwade
DCM07099	ten bewijze van iets
DCM07100	tot genoegen van iemand
DCM07101	ten genoegen van iemand
DCM07102	ten vijfde
DCM07103	ten sterkste
DCM07104	iemand zal iets ten antwoord van iemand krijgen
DCM07105	iemand zal iemand iets ten antwoord geven
DCM07106	iemand zal iemand|iets ten doop houden
DCM07107	ten principale
DCM07108	iemand zal iemand|iets ten voorbeeld stellen
DCM07109	iets zal iemand ten voorbeeld strekken
DCM07110	ten gepaste tijde
DCM07111	ten afscheid
DCM07112	ten name van iemand
DCM07113	ten geleide
DCM07114	ten eeuwigen dage
DCM07115	ten eeuwigen tijde
DCM07116	iemand zal bij iemand ten rade gaan
DCM07117	ten gerieve van iemand
DCM07118	iemand zal iemand|iets ten offer brengen
DCM07119	iemand|iets zal aan iets  ten offer vallen
DCM07120	ten onzent
DCM07121	iemand zal iemand ten schande maken
DCM07122	iemand zal iemand ten schande brengen
DCM07123	ten persoonlijke titel
DCM07124	op persoonlijke titel
DCM07125	ten enen male
DCM07127	iemand zal iets ter beschikking van iemand  stellen
DCM07128	ter hoogte van iets
DCM07129	ter gelegenheid van iets
DCM07130	iets zal ter discussie staan
DCM07131	iemand zal iets ter discussie stellen
DCM07132	ter waarde van iets
DCM07133	iemand zal iemand ter dood veroordelen
DCM07134	iemand zal iemand ter dood brengen
DCM07135	ter vergelijking
DCM07136	ter bescherming
DCM07137	ter bescherming van iemand|iets
DCM07138	ter ondersteuning 
DCM07139	ter ondersteuning van iemand|iets
DCM07140	ter bevordering van iets
DCM07141	ter uitvoering van iets
DCM07142	ter vervanging van iemand|iets
DCM07143	ter bestrijding van iets
DCM07144	ter voorbereiding van iets
DCM07145	ter nagedachtenis aan iemand|iets
DCM07146	ter compensatie
DCM07147	ter compensatie van iets
DCM07148	ter grootte van iets
DCM07149	ter verantwoording
DCM07150	iemand zal iemand ter verantwoording roepen
DCM07151	ter voorkoming van iets
DCM07152	iemand zal iemand ter hulp snellen
DCM07153	iemand zal iemand te hulp snellen
DCM07154	iemand zal iemand te hulp schieten
DCM07155	iemand zal iemand ter hulp schieten
DCM07156	iemand zal iemand te hulp roepen
DCM07157	iemand zal iemand ter hulp roepen
DCM07158	ter verdediging
DCM07159	ter verdediging van iets|iemand
DCM07160	ter goedkeuring
DCM07161	ter verbetering van iets
DCM07162	ter illustratie van iets
DCM07163	ter illustratie
DCM07164	ter perse
DCM07165	ter herinnering
DCM07166	ter herinnering aan iets|iemand
DCM07167	ter info
DCM07168	iemand zal iets aan zijn hoofd hebben
DCM07169	iemand zal navraag bij iemand doen
DCM07170	iets zal iemand naar het hoofd stijgen
DCM07171	0er zal iets bij iemand te halen zijn
DCM07172	iemand zal zich *zorgen over iets maken
DCM07173	iets zal voor =iets tussen iets zitten
DCM07174	iemand zal aan het hoofd van iets staan
DCM07175	iets zal aan bod komen
DCM07176	iets zal iemand tot eer strekken
DCM07177	iemand zal iets op de markt brengen
DCM07178	iemand zal iets in handen hebben
DCM07179	iemand zal het woord tot iemand richten
DCM07180	iemand|iets zal iemand|iets in de weg staan
DCM07181	iemand zal iets op grang brengen
DCM07182	iemand zal iets in beeld brengen
DCM07183	0er zal iets aan de hand zijn
DCM07184	0er zal iets aan te pas moeten komen
DCM07185	iemand zal iets in rekening brengen
DCM07186	iets zal in première gaan
DCM07187	iemand zal iets op zak hebbem
DCM07188	iemand zal iemand te werk stellen
DCM07189	iemand zal iets in gebruik nemen
DCM07190	iemand zal van mening zijn <dat dat waar is>
DCM07191	iemand zal iets tot uitdrukking brengen
DCM07192	iemand zal van oordeel zijn <dat dat waar is>
DCM07193	iemand zal iets in het leven roepen
DCM07194	iemand zal een handje helpen
DCM07195	iemand zal iemand een handje helpen
DCM07196	iets zal op stapel staan
DCM07197	iemand zal iets in gang zetten
DCM07198	iemand zal in actie schieten
DCM07199	iemand zal op het punt staan <om iets te doen>
DCM07200	iets zal hand in hand com:[met] iets gaan
DCM07201	iemand zal iets in huis hebben
DCM07202	iemand zal door het leven gaan <als een clown>
DCM07203	iets zal uit de hand lopen
DCM07204	iemand heeft de handen in elkaar geslagen <om dat te doen>
DCM07205	iets zal voor iets in de weg staan
DCM07206	iemand zal iemand om het leven brengen
DCM07207	iemand zal bij iemand te rade gaan
DCM07208	iets zal de kop opsteken
DCM07209	iemand zal iemand| iets onder de loep nemen
DCM07210	iemand zal iets aan de dag leggen
DCM07211	iets zal van start gaan
DCM07212	iemand zal iemand in contact met iemand brengen
DCM07213	iemand|iets zal iets tot doel hebben
DCM07214	iemand zal iemand|iets uit het oog verliezen
DCM07215	iets zal van pas komen
DCM07216	iemand zal iemand|iets te pakken hebben
DCM07217	iets zal te wensen overlaten
DCM07218	iemand zal iemand|iets nieuw leven inblazen
DCM07219	iemand zal iemand|iets in verband met iets brengen
DCM07220	iemand zal bij elkaar komen
DCM07221	iets zal ten koste van iets gaan
